TITLE = "Elasticity2D Example Mesh"
VARIABLES = "X", "Y", "u", "v", "Fx", "Fy"
ZONE N=8, E=5, F=FEPOINT, ET=QUADRILATERAL, T="Elasticity2D Mesh"
# 节点数据：X, Y, u, v, Fx, Fy
0.000000    0.000000    0.000000    0.000000    -10.000000    0.000000
2.500000    0.000000    0.025000    0.000000     15.000000    0.000000
2.500000    3.000000    0.025000   -0.009000     10.000000    0.000000
0.000000    2.000000    0.000000   -0.006000    -15.000000    0.000000
0.500000    0.500000    0.005000   -0.001500      0.000000    0.000000
2.000000    0.750000    0.020000   -0.002250      0.000000    0.000000
1.750000    1.750000    0.017500   -0.005250      0.000000    0.000000
0.650000    1.600000    0.006500   -0.004800      0.000000    0.000000
# 单元连接（5个四边形单元，节点按逆时针顺序）
1  2  6  5
2  3  7  6
3  4  8  7
4  1  5  8
5  6  7  8
